id	code	name	download_link	notes	filename	platform	n_details	ancestry_details	consortium	permissions	assembly	uk_biobank	ancestry	dependent_variable	sex	n_cases	n_controls	n_total	time_created	time_updated	reference_id	phenotype_id	category_id	category_name	phenotype	phenotype_type	pmid	year
63	AMIN09	Valine	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Val.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	24900	2019-02-05 16:37:59	2019-02-05 16:37:59	77	133	8	metabolism: amino acids	valine	biomarker	27005778	2016
670	AMIN10M	Glycine male			JiaQ_31070104_glycine_MALE.txt					FREE	NA	yes	EUR	continuous	male	NA	NA	19112	2019-07-24 09:37:55	2019-07-24 09:37:55	142	127	8	metabolism: amino acids	glycine	biomarker	31070104	2019
64	AMYG01	Subcortical brain regions: Amygdala	http://enigma.ini.usc.edu/publications/enigma-2/data-agreement-for-enigma2-download/	NA	ENIGMA2_MeanAmygdala_Combined_GenomeControlled_Jan23.tbl.gz	NA	NA	European	ENIGMA 	ON DEMAND	GRCh37/hg19	no	EUR	continuous	both	NA	NA	13171	2019-02-05 16:37:59	2019-02-05 16:37:59	52	369	13	nervous system	brain vol. amygdala	trait	25607358	2015
65	ANKL01	Ankle injury	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Kim_Ankle_Injury/Ankle3b_META_sort.txt.zip	NA	Ankle3b_META_sort.txt.gz	NA	NA	EUR, LAT and EAS ancestry groups	NA	FREE	NA	no	MIX	binary	both	1694	97646	99340	2019-02-05 16:37:59	2019-02-05 16:37:59	123	203	12	musculoskeletal and connective	ankle injury	trait	28957384	2017
66	ANKY01	Ankylosing spondylitis	https://www.immunobase.org/downloads/protected_data/iChip_Data/hg19_gwas_ic_as_igas_4_19_1.tab.gz	NA	hg19_gwas_ic_as_igas_4_19_1.tab.gz	Immunochip	NA	European	NA	FREE	NA	no	EUR	binary	both	10619	15145	25764	2019-02-05 16:37:59	2019-02-05 16:37:59	34	81	2	autoimmune	ankylosing spondylitis	trait	23749187	2013
67	ANOR01	Anorexia nervosa (PGC1)	NA	NA	pgc.ed.freeze1.summarystatistics.July2017.txt.gz	NA	NA	European and Japanese	PGC	FREE	GRCh37/hg19	no	MIX	binary	both	3495	10982	14477	2019-02-05 16:37:59	2019-02-05 16:37:59	110	142	7	mental and behavioural	anorexia nervosa	disorder	28494655	2017
68	ANOR02	Anorexia nervosa (PGC2)			daner_Meta-analysis.gz			European	PGC	FREE	GRCh37/hg19	yes	EUR	binary	both	16992	55525	73050	2019-02-05 16:37:59	2020-11-02 16:59:20	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
69	ANOR02F	Anorexia nervosa (PGC2 final freeze) female	NA	PGC personal communication, 2018.	NA	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	GRCh37/hg19	no	EUR	binary	female	14898	27545	42443	2019-02-05 16:37:59	2019-02-05 16:37:59	1	142	7	mental and behavioural	anorexia nervosa	disorder	NA	NA
70	ANOR03	Anorexia nervosa bingeing	NA	PGC personal communication, 2018.	NA	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	GRCh37/hg19	no	EUR	binary	both	2355	10516	12871	2019-02-05 16:37:59	2019-02-05 16:37:59	1	142	7	mental and behavioural	anorexia nervosa	disorder	NA	NA
71	ANOR04	Anorexia nervosa restricting	NA	PGC personal communication, 2018.	NA	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	GRCh37/hg19	no	EUR	binary	both	2230	10521	12751	2019-02-05 16:37:59	2019-02-05 16:37:59	1	142	7	mental and behavioural	anorexia nervosa	disorder	NA	NA
72	ANOR05	Anorexia nervosa (PGC2 intermediate freeze)	NA	PGC personal communication, 2018.	NA	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	GRCh37/hg19	no	EUR	binary	both	15807	50411	66218	2019-02-05 16:37:59	2019-02-05 16:37:59	1	142	7	mental and behavioural	anorexia nervosa	disorder	NA	NA
73	ANOR06	Anorexia nervosa (PGC2) mtCOJO-BMI-adjusted	NA	PGC personal communication, 2018.	NA	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	GRCh37/hg19	no	EUR	binary	both	NA	NA	72517	2019-02-05 16:37:59	2019-02-05 16:37:59	1	143	7	mental and behavioural	anorexia nervosa adj. BMI	disorder	NA	NA
647	ANOR07	Anorexia nervosa (no UKB)			ano.PGC2.woukbb.info08.gz				PGC	FREE	NA	no	EUR	binary	both	16224	52460	68684	2019-04-09 08:18:20	2019-04-09 08:18:20	1	142	7	mental and behavioural	anorexia nervosa	disorder	NA	NA
675	ANOR08	Anorexia nervosa (no sedk)			daner_Meta.without.sedk_info08_rmfreq.gz				PGC	FREE	NA	no	EUR	binary	both	12887	51732	64619	2019-10-09 17:28:09	2019-10-10 14:34:19	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
677	ANOR09	Anorexia nervosa (no aunz)			ano.PGC2.woaunz_info08.gz				PGC	FREE	NA	yes	EUR	binary	both	14456	39901	54357	2019-10-10 12:23:52	2019-10-10 12:23:52	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
678	ANOR10	Anorexia nervosa (no CHOP)			ano.PGC2.wochop.info08.gz					FREE	NA	yes	EUR	continuous	both	15960	51957	67917	2019-10-10 13:21:14	2019-10-10 14:50:23	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
679	ANOR11	Anorexia nervosa (no denk)			ano.PGC2.wodenk.info08.gz				PGC	FREE	NA	yes	EUR	binary	both	12400	35046	47446	2019-10-10 13:43:06	2019-10-10 13:43:06	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
680	ANOR12	Anorexia nervosa (no fin1)			ano.PGC2.wofin1.info08.gz				PGC	FREE	NA	yes	EUR	binary	both	16862	55022	71884	2019-10-10 14:02:27	2019-10-10 14:02:27	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
681	ANOR13	Anorexia nervosa (no fre1)			ano.PGC2.wofre1.info08.gz					FREE	NA	yes	EUR	binary	both	16699	54535	71234	2019-10-10 14:41:30	2019-10-10 14:41:30	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
682	ANOR14	Anorexia nervosa (no gns2)			ano.PGC2.wogns2.info08.gz				PGC	FREE	NA	yes	EUR	binary	both	16335	53262	69597	2019-10-10 15:02:59	2019-10-10 16:05:01	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
683	ANOR15	Anorexia nervosa (no itgr)			ano.PGC2.woitgr.info08.gz				PGC	FREE	NA	yes	EUR	binary	both	16848	55396	72244	2019-10-10 15:20:51	2019-10-10 15:20:51	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
685	ANOR16	Anorexia nervosa (no net1)			ano.PGC2.wonet1.info08.gz				PGC	FREE	NA	yes	EUR	binary	both	16644	54188	70832	2019-10-10 15:30:00	2019-10-10 15:30:00	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
684	ANOR17	Anorexia nervosa (no poco)			ano.PGC2.wopoco.info08.gz				PGC	FREE	NA	yes	EUR	continuous	both	16753	54921	71674	2019-10-10 15:26:07	2019-10-10 16:06:06	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
687	ANOR18	Anorexia nervosa (no spa1)			72177				PGC	FREE	NA	yes	EUR	binary	both	16808	55369	72177	2019-10-10 15:41:39	2019-10-10 15:41:39	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
688	ANOR19	Anorexia nerovsa (no ukd1)			ano.PGC2.woukd1.info08.gz				PGC	FREE	NA	yes	EUR	binary	both	16750	54568	71318	2019-10-10 16:01:24	2019-10-10 16:01:24	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
690	ANOR20	Anorexia nervosa (no usa1)			ano.PGC2.wousa1.info08.gz				PGC	FREE	NA	yes	EUR	binary	both	16574	54775	71349	2019-10-10 16:03:54	2019-10-10 16:03:54	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
689	ANOR21	Anorexia nervosa (no usa2)			ano.PGC2.wousa2.info08.gz				PGC	FREE	NA	yes	EUR	binary	both	15688	54218	69906	2019-10-10 16:03:34	2019-10-10 16:03:34	145	142	7	mental and behavioural	anorexia nervosa	disorder	31308545	2019
74	ANXI01	Anxiety Disorders meta-analysis: factor scores	https://www.med.unc.edu/pgc/files/resultfiles/angst.study.results.zip	Fixed-effects analysis. Sofware: METAL.	anxiety.meta.full.fs.tbl.gz	NA	NA	European	NA	FREE	GRCh37/hg19	no	EUR	continuous	both	NA	NA	18186	2019-02-05 16:37:59	2019-02-05 16:37:59	70	144	7	mental and behavioural	anxiety	disorder	26754954	2016
75	ANXI02	Anxiety Disorders meta-analysis: case-control	https://www.med.unc.edu/pgc/files/resultfiles/angst.study.results.zip	Fixed-effects analysis. Software: METAL.	anxiety.meta.full.cc.tbl.gz	NA	NA	European	NA	FREE	GRCh37/hg19	no	EUR	binary	both	NA	NA	17310	2019-02-05 16:37:59	2019-02-05 16:37:59	70	144	7	mental and behavioural	anxiety	disorder	26754954	2016
76	ANXI03	Lifetime probable anxiety diagnosis		Internal datasets, K. Purves, KCL, 2018. Software: BGENIE. Corrected for 6 PC, batch, centre, sex, age.	UKBB_MHQ_Total_Anxiety_sumstats.gz	UK Biobank Array		European	UK BIOBANK	FREE	GRCh37/hg19	yes	EUR	binary	both	25453	58113	83566	2019-02-05 16:37:59	2021-06-10 09:09:21	158	144	7	mental and behavioural	anxiety	disorder	31748690	2020
77	ANXI03F	Lifetime probable anxiety diagnosis female		Internal datasets, K. Purves, KCL, 2018. Software: BGENIE. Corrected for 6 PC, batch, centre, sex, age.	UKBB_MHQ_Total_Anxiety_FEMALE_sumstats.gz	UK Biobank Array		European	UK BIOBANK	FREE	GRCh37/hg19	yes	EUR	binary	female	16776	27471	44247	2019-02-05 16:37:59	2021-06-10 09:10:01	158	144	7	mental and behavioural	anxiety	disorder	31748690	2020
78	ANXI03M	Lifetime probable anxiety diagnosis male		Internal datasets, K. Purves, KCL, 2018. Software: BGENIE. Corrected for 6 PC, batch, centre, sex, age.	UKBB_MHQ_Total_Anxiety_MALE_sumstats.gz	UK Biobank Array		European	UK BIOBANK	FREE	GRCh37/hg19	yes	EUR	binary	male	8677	30642	39319	2019-02-05 16:37:59	2021-06-10 09:10:34	158	144	7	mental and behavioural	anxiety	disorder	31748690	2020
79	APOL01	Apolipoprotein A-I	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_ApoA1.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	20687	2019-02-05 16:37:59	2019-02-05 16:37:59	77	246	10	metabolism: lipids	apolipoprotein A-I	biomarker	27005778	2016
80	APOL02	Apolipoprotein B	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_ApoB.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	20690	2019-02-05 16:37:59	2019-02-05 16:37:59	77	247	10	metabolism: lipids	apolipoprotein B	biomarker	27005778	2016
81	ASTH01	Asthma	https://beaune.cng.fr/gabriel/gabriel_results.zip	NA	gabriel_asthma_meta-analysis_36studies_format_repository_NEJM.txt.gz	NA	NA	European	GABRIEL	FREE	NCBI36/hg18	no	EUR	binary	both	10365	16110	26475	2019-02-05 16:37:59	2019-02-05 16:37:59	11	57	15	respiratory	asthma	disorder	20860503	2010
82	ATOP01	Atopic dermatitis	https://data.bris.ac.uk/data/dataset/28uchsdpmub118uex26ylacqm	NA	EAGLE_AD_GWAS_results_2015.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	binary	both	21399	95464	116863	2019-02-05 16:37:59	2019-02-05 16:37:59	66	58	16	skin	atopic dermatitis	disorder	26482879	2015
83	AUTI01	Autism 2015	https://www.med.unc.edu/pgc/files/resultfiles/pgcasdeuro.gz	NA	pgcasdeuro.gz	NA	NA	European	PGC	FREE	GRCh37/hg19	no	EUR	binary	both	5305	5305	10263	2019-02-05 16:37:59	2019-02-05 16:37:59	76	145	7	mental and behavioural	autism	disorder	26998691	2015
84	AUTI02	Cross-disorder: autism subset	http://www.med.unc.edu/pgc/files/resultfiles/pgc.cross.aut.zip	NA	pgc.cross.AUT8.2013-05.txt.gz	NA	NA	European	PGC	FREE	NCBI36/hg18	no	EUR	binary	both	4788	4788	10263	2019-02-05 16:37:59	2019-02-05 16:37:59	28	145	7	mental and behavioural	autism	disorder	23453885	2013
85	AUTI03	Autism spectrum disorder worldwide	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/copy_of_ASD2017_data_download_agreement	NA	daner_AUT_meta14_WW_all.hg19.Mar2016_info_0.60_maf_0.05_release_Jun2017.tsv.gz	NA	NA	Worldwide	PGC	FREE	NA	no	MIX	binary	both	7387	8567	15954	2019-02-05 16:37:59	2019-02-05 16:37:59	112	145	7	mental and behavioural	autism	disorder	28540026	2017
86	AUTI04	Autism spectrum disorder worldwide minus Swedish	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/copy_of_ASD2017_data_download_agreement	NA	daner_AUT_meta14_WW_noswm3.hg19.Mar2016_info_0.60_maf_0.05_release_Jun2017.tsv.gz	NA	NA	Worldwide GWAS minus Swedish PAGES GWAS	PGC	FREE	NA	no	MIX	binary	both	7082	7367	14449	2019-02-05 16:37:59	2019-02-05 16:37:59	112	145	7	mental and behavioural	autism	disorder	28540026	2017
87	AUTI05	Autism spectrum disorder European	https://www.med.unc.edu/pgc/results-and-downloads/data-use-agreement-forms/copy_of_ASD2017_data_download_agreement	NA	daner_AUT_meta14_CEU_all.hg19.Mar2016_info_0.60_maf_0.05_release_Jun2017.tsv.gz	NA	NA	European	PGC	FREE	NA	no	EUR	binary	both	6197	7377	13574	2019-02-05 16:37:59	2019-02-05 16:37:59	112	145	7	mental and behavioural	autism	disorder	28540026	2017
88	AUTI06F	Autism spectrum disorder female	Personal communication	PGC personal communication, 2018.	daner_PGC_AUT10_0313.sh2_PGC_AUT_EURO_FEMALE_1304.gz	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	binary	female	832	832	1664	2019-02-05 16:37:59	2019-02-05 16:37:59	1	145	7	mental and behavioural	autism	disorder	NA	NA
89	AUTI06M	Autism spectrum disorder male	Personal communication	PGC personal communication, 2018.	daner_PGC_AUT10_0313.sh2_PGC_AUT_EURO_MALE_1304.gz	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	binary	male	4453	4453	8906	2019-02-05 16:37:59	2019-02-05 16:37:59	1	145	7	mental and behavioural	autism	disorder	NA	NA
674	AUTI07	Autism spectrum disorder (PGC + iPSYCH)	https://www.med.unc.edu/pgc/results-and-downloads/		iPSYCH-PGC_ASD_Nov2017.gz				PGC and iPSYCH	FREE	NA	no	EUR	binary	both	18381	27969	46350	2019-08-07 15:38:00	2019-08-07 15:38:00	144	145	7	mental and behavioural	autism	disorder	30804558	2019
90	BALD01	Male pattern baldness	http://www.psy.ed.ac.uk/ccace/downloads/Hagenaars2017_UKB_MPB_summary_results.zip	NA	Hagenaars2017_UKB_MPB_summary_results_10Feb2016.txt.gz	NA	NA	European (UK)	NA	FREE	NA	yes	EUR	categorical	male	NA	NA	52874	2019-02-05 16:37:59	2019-02-05 16:37:59	103	105	2	autoimmune	male pattern baldness	trait	28196072	2017
91	BFPC01	Body fat percentage (Lu. et al)	http://walker05.u.hpc.mssm.edu/body_fat_percentage_GWAS_PLUS_MC_ALL_ancestry_se_Sex_combined_for_locus_zoom_plot.TBL.txt	NA	body_fat_percentage_GWAS_PLUS_MC_ALL_ancestry_se_Sex_combined_for_locus_zoom_plot.TBL.txt.gz	NA	NA	predominantly of European ancestry 	NA	FREE	NA	no	MIX	continuous	both	NA	NA	100716	2019-02-05 16:37:59	2019-02-05 16:37:59	74	84	1	anthropometric	body fat %	trait	26833246	2016
92	BFPC02	Body fat percentage anorexia-free	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_af_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	154358	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
93	BFPC02B	Body fat percentage anorexia-free meta-analysis of males and females	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_af_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	154358	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
94	BFPC02F	Body fat percentage anorexia-free female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_af_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	female	NA	NA	69193	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
95	BFPC02M	Body fat percentage anorexia-free male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_af_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	male	NA	NA	85261	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
96	BFPC03	Body fat percentage healthy	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_h_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	155961	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
97	BFPC03B	Body fat percentage healthy meta-analysis of males and females	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_h_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	155961	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
98	BFPC03F	Body fat percentage healthy female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_h_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	female	NA	NA	70300	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
99	BFPC03M	Body fat percentage healthy male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_h_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	male	NA	NA	85165	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
100	BFPC04	Body fat percentage	https://phenviz.navigome.com/downloads	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_c_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	353972	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
101	BFPC04B	Body fat percentage meta-analysis of males and females	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_c_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	353972	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
102	BFPC04F	Body fat percentage female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_c_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	female	NA	NA	180365	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
103	BFPC04M	Body fat percentage male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	BFPC_c_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	male	NA	NA	173203	2019-02-05 16:37:59	2019-02-05 16:37:59	1	84	1	anthropometric	body fat %	trait	NA	NA
664	BFPC05B	Body fat percentage healthy meta-analysis (not alcohol/smoking-adjust)			BFPC.healthy.meta.excl.alc.smoke.se1.cor.TBL.gz					FREE	NA	yes	EUR	continuous	both	NA	NA	155961	2019-05-21 10:26:46	2019-05-21 10:26:46	1	84	1	anthropometric	body fat %	trait	NA	NA
104	BIPO01	Bipolar disorder	http://www.med.unc.edu/pgc/files/resultfiles/pgc.bip.2012-04.zip	NA	pgc.bip.full.2012-04.txt.gz	NA	NA	European	PGC	FREE	NCBI36/hg18	no	EUR	binary	both	7481	9250	16731	2019-02-05 16:37:59	2019-02-05 16:37:59	15	146	7	mental and behavioural	bipolar disorder	disorder	21926972	2011
668	BIPO02	Bipolar disorder			daner_PGC_BIP32b_mds7a_0416a.gz				PGC	FREE	GRCh37/hg19	no	EUR	binary	both	20352	31358	51710	2019-07-08 12:38:34	2019-07-08 12:38:34	141	146	7	mental and behavioural	bipolar disorder	disorder	31043756	2019
105	BIPO02F	Bipolar disorder female	NA	PGC personal communication, 2017.	daner_PGC_BIP32b_mds7a.fem30	NA	NA	European (TBC)	PGC	EATING DISORDERS AND DRUG TARGETOR	GRCh37/hg19	no	EUR	binary	female	11796	15803	27599	2019-02-05 16:37:59	2019-02-05 16:37:59	1	146	7	mental and behavioural	bipolar disorder	disorder	NA	NA
106	BIPO02M	Bipolar disorder male	NA	PGC personal communication, 2017.	daner_PGC_BIP32b_mds7a.mal30	NA	NA	European (TBC)	PGC	EATING DISORDERS AND DRUG TARGETOR	GRCh37/hg19	no	EUR	binary	male	8175	15146	23321	2019-02-05 16:37:59	2019-02-05 16:37:59	1	146	7	mental and behavioural	bipolar disorder	disorder	NA	NA
107	BLOO01	Platelet count	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Astle/plt.tsv.gz	NA	plt.tsv.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	173480	2019-02-05 16:37:59	2019-02-05 16:37:59	96	38	3	blood	platelet count	biomarker	27863252	2016
108	BLOO02	Red blood cell count	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Astle/rbc.tsv.gz	NA	rbc.tsv.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	173480	2019-02-05 16:37:59	2019-02-05 16:37:59	96	41	3	blood	red blood cell count	biomarker	27863252	2016
109	BLOO03	Hemoglobin concentration	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Astle/hgb.tsv.gz	NA	hgb.tsv.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	173480	2019-02-05 16:37:59	2019-02-05 16:37:59	96	21	3	blood	hemoglobin conc.	biomarker	27863252	2016
110	BLOO04	Reticulocyte count	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Astle/ret.tsv.gz	NA	ret.tsv.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	173480	2019-02-05 16:37:59	2019-02-05 16:37:59	96	43	3	blood	reticulocyte count	biomarker	27863252	2016
111	BLOO05	Monocyte count	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Astle/mono.tsv.gz	NA	mono.tsv.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	173480	2019-02-05 16:37:59	2019-02-05 16:37:59	96	33	3	blood	monocyte count	biomarker	27863252	2016
112	BLOO06	Neutrophil count	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Astle/neut.tsv.gz	NA	neut.tsv.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	173480	2019-02-05 16:37:59	2019-02-05 16:37:59	96	37	3	blood	neutrophil count	biomarker	27863252	2016
113	BLOO07	Eosinophil count	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Astle/eo.tsv.gz	NA	eo.tsv.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	173480	2019-02-05 16:37:59	2019-02-05 16:37:59	96	17	3	blood	eosinophil count	biomarker	27863252	2016
114	BLOO08	Basophil count	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Astle/baso.tsv.gz	NA	baso.tsv.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	173480	2019-02-05 16:37:59	2019-02-05 16:37:59	96	13	3	blood	basophil count	biomarker	27863252	2016
